method,size,split,seed,instance_id,Cmax_roll,average_completion_time,average_waiting_time,machine_utilization,load_balance_std,split_task_ratio,total_split_count,inference_time,candidate_mode,split_rule,notes
LPT,small,test,170039,small_test_0039_seed_170039,256.3469996355071,180.3806960443629,55.12981520043186,0.5193219328333024,35.82201152002971,0.5833333333333334,17.0,0.0012292999890632927,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170039,small_test_0039_seed_170039,267.9828820215345,149.11485621123106,30.01500314225929,0.4987120179561916,35.56098744234974,0.5833333333333334,17.0,0.0011411999585106969,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170039,small_test_0039_seed_170039,244.5974270538855,135.34485239363087,21.53404742512747,0.5452496832480271,47.66614775541505,0.5833333333333334,17.0,0.1344375000335276,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170040,small_test_0040_seed_170040,243.98196763497697,130.40214362127364,19.20011629040847,0.5774082051295122,50.12873791778673,0.5833333333333334,16.0,0.0019342999439686537,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170040,small_test_0040_seed_170040,221.04196763497697,109.07928604561606,12.014434709773239,0.6242132768123412,56.46211322026868,0.5833333333333334,16.0,0.001735700003337115,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170040,small_test_0040_seed_170040,273.502403391813,130.22557249659795,31.42890231250384,0.4984277519420664,58.72441532157897,0.5833333333333334,16.0,0.0017587000038474798,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170040,small_test_0040_seed_170040,260.8926278023398,165.11001205419504,55.67862608719309,0.5398320036961034,58.15117542561046,0.5833333333333334,16.0,0.0029315000283531845,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170040,small_test_0040_seed_170040,221.04196763497697,110.73672648576763,13.710796433648055,0.6208726054487564,56.01191981808436,0.5833333333333334,16.0,0.002107399981468916,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170040,small_test_0040_seed_170040,241.0195470206873,112.46855588872585,17.791575520337528,0.56560220844508,58.72441532157896,0.5833333333333334,16.0,0.10062829998787493,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170041,small_test_0041_seed_170041,268.93665075946365,153.70120225536382,47.01662448323339,0.4209152663511398,49.4053280384675,0.5416666666666666,15.0,0.002051799965556711,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170041,small_test_0041_seed_170041,249.36403340628064,125.23385261864568,12.161012132205101,0.4627430034025097,50.73897755315718,0.5416666666666666,15.0,0.0019637999939732254,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170041,small_test_0041_seed_170041,276.84161185027386,148.21838043575747,38.96840448123206,0.40736424707514834,53.54053176511898,0.5416666666666666,15.0,0.0022347000194713473,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170041,small_test_0041_seed_170041,235.94901300333416,144.22029503636415,35.280600150219385,0.4825089770450136,50.0140641432376,0.5416666666666666,15.0,0.0023735000286251307,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170041,small_test_0041_seed_170041,218.97926676968004,122.83631068570999,16.109058722002747,0.5206745040020921,48.524398756546134,0.5416666666666666,15.0,0.0021715000038966537,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170041,small_test_0041_seed_170041,230.51732402857385,122.770420991633,16.145802960533402,0.49315411273849585,50.796780977272164,0.5416666666666666,15.0,0.1122546999831684,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170042,small_test_0042_seed_170042,235.4670874183147,135.16171723417662,27.898719667751326,0.5872680800421186,30.47729268937918,0.5833333333333334,14.0,0.0011169000063091516,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170042,small_test_0042_seed_170042,226.8070874183147,119.34892778044987,13.564522120933942,0.5966716208058657,37.21336670142113,0.5833333333333334,14.0,0.00108149996958673,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170042,small_test_0042_seed_170042,269.21028421535993,135.7821260510436,25.604005548165645,0.5138055369286229,30.340167893300528,0.5833333333333334,14.0,0.0011978000402450562,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170042,small_test_0042_seed_170042,257.7729621431208,158.32503644632547,52.19028193411981,0.5229902062153803,48.26229578912312,0.5833333333333334,14.0,0.0012464000028558075,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170042,small_test_0042_seed_170042,226.8070874183147,121.74712706299897,17.660891838501435,0.585326973542501,48.972767233196194,0.5833333333333334,14.0,0.0011969000333920121,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170042,small_test_0042_seed_170042,226.80708741831472,114.48640695706051,14.003550453340646,0.5875759267959352,43.83017957635513,0.5833333333333334,14.0,0.10084420000202954,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170043,small_test_0043_seed_170043,191.92936121866893,122.77150315638671,19.367218242572374,0.6143061208534739,15.487196116442044,0.625,17.0,0.0013313000090420246,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170043,small_test_0043_seed_170043,191.92936121866893,119.2042699184351,8.990252261760734,0.6120061675340563,19.353922538962166,0.625,17.0,0.001172299962490797,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170043,small_test_0043_seed_170043,237.44747873328924,135.9972028302326,33.1844571585798,0.49503198046533203,26.50204699725733,0.625,17.0,0.0013660999829880893,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170043,small_test_0043_seed_170043,223.6122499193804,144.61162059796519,36.07104633456586,0.531318962318503,20.475263734951998,0.625,17.0,0.001324000011663884,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170043,small_test_0043_seed_170043,191.92936121866893,123.6397210869287,16.46125202023747,0.6023306424646233,25.866866658580133,0.625,17.0,0.0012968999799340963,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170043,small_test_0043_seed_170043,201.22584799211896,118.28609617902293,15.180670256711357,0.5875208505656588,15.817576417994408,0.625,17.0,0.14102300000377,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170044,small_test_0044_seed_170044,275.9554577912765,161.07359487665195,43.015782421032704,0.4317959078110257,56.12287757466131,0.5416666666666666,13.0,0.0012966999784111977,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170044,small_test_0044_seed_170044,223.30560010588277,133.87041022481304,18.101605026049967,0.5315029278856298,56.702084775828546,0.5416666666666666,13.0,0.0014782000216655433,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170044,small_test_0044_seed_170044,297.7254577912765,156.67996599352816,37.687952953373845,0.4073964499209261,58.81354135076327,0.5416666666666666,13.0,0.0015493999817408621,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170044,small_test_0044_seed_170044,296.5484909978918,200.64146743392848,85.3693411446214,0.4035895295945743,49.44262349531054,0.5416666666666666,13.0,0.0016390999662689865,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170044,small_test_0044_seed_170044,223.30560010588277,134.94596061350302,19.642349003694875,0.5333101885561193,58.19442855397186,0.5416666666666666,13.0,0.0014167999615892768,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170044,small_test_0044_seed_170044,239.67660010588278,132.74953631308622,20.79128755041413,0.4922740902424806,56.66510570963483,0.5416666666666666,13.0,0.11898050003219396,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170045,small_test_0045_seed_170045,237.68894914464482,137.21192278713252,33.88858249392268,0.48103407300910717,39.49781276516027,0.5,12.0,0.0010112000163644552,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170045,small_test_0045_seed_170045,202.39285690524017,112.60636950718485,9.779520377265039,0.5822335515670101,33.37819850381466,0.5,12.0,0.000990099972113967,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170045,small_test_0045_seed_170045,247.92057469406146,132.14701470643385,28.58573421142569,0.4789347901443892,42.8606692399226,0.5,12.0,0.0010845999931916595,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170045,small_test_0045_seed_170045,237.43894914464482,151.00678165052904,44.901394804534895,0.5072622966387929,34.23744697878886,0.5,12.0,0.0011916999937966466,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170045,small_test_0045_seed_170045,202.39285690524017,120.09031301185307,15.191698432932066,0.575566980661647,40.51389113687173,0.5,12.0,0.0011242000036872923,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170045,small_test_0045_seed_170045,221.88485690524016,112.7858079906894,14.963678327666562,0.5152964691282761,39.49781276516027,0.5,12.0,0.11113559996010736,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170046,small_test_0046_seed_170046,189.19677751219913,107.04184946466114,18.431592564050625,0.5110038087707841,44.31322469614929,0.5416666666666666,17.0,0.0011267999652773142,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170046,small_test_0046_seed_170046,183.01589007680204,100.4042024111506,7.792350958843063,0.5251858229440056,44.377898074445945,0.5416666666666666,17.0,0.001116700004786253,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170046,small_test_0046_seed_170046,198.96989007680205,112.98304250976594,25.74183370507463,0.48404661856196035,46.96939156577908,0.5416666666666666,17.0,0.0012075999984517694,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170046,small_test_0046_seed_170046,197.0929458721022,121.9645176420761,32.81704775852393,0.4900377726571778,46.324463687010024,0.5416666666666666,17.0,0.001191499992273748,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170046,small_test_0046_seed_170046,183.01589007680204,100.4042024111506,7.792350958843063,0.5251858229440056,44.377898074445945,0.5416666666666666,17.0,0.0011348000261932611,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170046,small_test_0046_seed_170046,190.79989007680206,98.73588548065754,12.045867361683342,0.504084938429997,44.87830631289363,0.5416666666666666,17.0,0.09146450000116602,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170047,small_test_0047_seed_170047,261.24386307860277,137.84701273827233,32.36041862396586,0.5553647984128574,49.10047121942633,0.6666666666666666,16.0,0.0010340000153519213,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170047,small_test_0047_seed_170047,248.7390502710143,118.84329491306983,16.006188738156315,0.5761291104345065,49.373491123025,0.6666666666666666,16.0,0.001006999984383583,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170047,small_test_0047_seed_170047,272.6970502710143,125.57050455746655,21.727710831871125,0.5232365872123234,48.86875938946639,0.6666666666666666,16.0,0.00109629996586591,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170047,small_test_0047_seed_170047,284.3938630786028,162.94520104631033,61.37646987139681,0.5062087604402039,48.65497931847998,0.6666666666666666,16.0,0.001199799997266382,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170047,small_test_0047_seed_170047,248.7390502710143,118.84329491306981,16.006188738156315,0.5761291104345065,49.373491123025,0.6666666666666666,16.0,0.0010863000061362982,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170047,small_test_0047_seed_170047,260.08805027101425,116.46060576176693,22.52167740921813,0.5486029587979674,48.86875938946639,0.6666666666666666,16.0,0.1069543999619782,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170048,small_test_0048_seed_170048,250.8974556120532,165.100497776658,46.62489664527471,0.4818179754007188,72.72048092274322,0.5416666666666666,15.0,0.0013033999712206423,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170048,small_test_0048_seed_170048,250.8974556120532,126.25092545592071,17.925073967016704,0.4806638328532584,72.73977406228865,0.5416666666666666,15.0,0.0011738999746739864,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170048,small_test_0048_seed_170048,317.7934556120532,160.0183755612335,44.416416514727075,0.381834406536345,75.94250024117902,0.5416666666666666,15.0,0.0013544000103138387,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170048,small_test_0048_seed_170048,269.5056161657797,180.56278666616345,72.37104419784619,0.45120512836175514,72.65356871072584,0.5416666666666666,15.0,0.0013363999896682799,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170048,small_test_0048_seed_170048,250.8974556120532,126.25092545592071,17.925073967016704,0.4806638328532584,72.73977406228865,0.5416666666666666,15.0,0.0012513999827206135,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170048,small_test_0048_seed_170048,276.563,125.8761805583086,18.257673055249445,0.4383291271135527,76.16097628894886,0.5416666666666666,15.0,0.12958870001602918,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
Random,small,test,170049,small_test_0049_seed_170049,235.7874776259935,139.20559394410438,29.04131008683889,0.4750391063855044,37.836583031296854,0.375,12.0,0.0010949000134132802,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
FIFO,small,test,170049,small_test_0049_seed_170049,225.4014776259935,124.09309419687781,15.277850002667856,0.49706665441002973,38.78243861442127,0.375,12.0,0.0010477000032551587,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
SPT,small,test,170049,small_test_0049_seed_170049,235.44447762599347,130.22761849395872,18.39027148754938,0.4703528749991469,39.76405251006849,0.375,12.0,0.0011828000424429774,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
LPT,small,test,170049,small_test_0049_seed_170049,245.41173162692576,145.8383267559028,38.90586033383017,0.44530465691098275,38.156790795597345,0.375,12.0,0.0012807000312022865,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
MinCandidateLoad,small,test,170049,small_test_0049_seed_170049,225.4014776259935,127.6610990958228,16.693115016948482,0.4965913121085004,41.33278301862057,0.375,12.0,0.001164599962066859,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
GreedyECT,small,test,170049,small_test_0049_seed_170049,232.79747762599348,124.58903281422347,18.548274207325935,0.46698892619262994,40.166852180947494,0.375,12.0,0.11077089997706935,all_eligible,env_inverse_processing_time,stage_A_fixed_instances
